run_name,best_epoch,best_epoch_train_accuracy,best_epoch_train_loss,best_validation_accuracy,best_validation_loss,best_train_accuracy,best_train_loss,final_train_loss,final_validation_loss,final_train_accuracy,final_validation_accuracy,training_time_seconds
adam,4,0.98171429,0.06310364,0.99086758,0.04509112,0.98171429,0.06310364,0.06310364,0.04509112,0.98171429,0.99086758,53.64075163
sgd,4,0.48971429,1.06955410,0.68493151,1.05002065,0.48971429,1.06955410,1.06955410,1.05002065,0.48971429,0.68493151,62.91134185
