run_name,best_epoch,best_epoch_train_accuracy,best_epoch_train_loss,best_validation_accuracy,best_validation_loss,best_train_accuracy,best_train_loss,final_train_loss,final_validation_loss,final_train_accuracy,final_validation_accuracy,training_time_seconds
batch_norm_off,4,0.98342857,0.05567298,0.99086758,0.03878583,0.98342857,0.05567298,0.05567298,0.03878583,0.98342857,0.99086758,47.08918313
batch_norm_on,4,0.99771429,0.01498779,0.99086758,0.04062161,0.99771429,0.01498779,0.01498779,0.04062161,0.99771429,0.99086758,52.23956767
