epoch,train_loss,validation_loss,train_accuracy,validation_accuracy
51,0.16889323,0.17274702,0.97069597,0.97058824
52,0.16716850,0.17098435,0.97069597,0.97058824
53,0.16550054,0.16928072,0.97069597,0.97058824
54,0.16388663,0.16763331,0.97069597,0.97058824
55,0.16232421,0.16603945,0.97069597,0.97058824
56,0.16081088,0.16449667,0.97069597,0.97058824
57,0.15934440,0.16300261,0.97069597,0.97058824
58,0.15792264,0.16155509,0.97069597,0.97058824
59,0.15654363,0.16015203,0.97069597,0.97058824
60,0.15520547,0.15879148,0.97069597,0.97058824
61,0.15390640,0.15747160,0.97069597,0.97058824
62,0.15264476,0.15619065,0.97069597,0.97058824
63,0.15141897,0.15494699,0.97069597,0.97058824
64,0.15022753,0.15373907,0.97069597,0.97058824
65,0.14906904,0.15256542,0.97069597,0.97058824
66,0.14794217,0.15142465,0.97069597,0.97058824
67,0.14684565,0.15031545,0.97069597,0.97058824
68,0.14577829,0.14923658,0.97069597,0.97058824
69,0.14473894,0.14818683,0.97069597,0.97058824
70,0.14372654,0.14716510,0.97069597,0.97058824
71,0.14274006,0.14617032,0.97069597,0.97058824
72,0.14177853,0.14520146,0.97069597,0.97058824
73,0.14084101,0.14425757,0.97252747,0.97058824
74,0.13992664,0.14333773,0.97252747,0.97058824
75,0.13903458,0.14244106,0.97252747,0.97058824
76,0.13816401,0.14156673,0.97252747,0.97058824
77,0.13731420,0.14071394,0.97252747,0.97058824
78,0.13648440,0.13988194,0.97252747,0.97058824
79,0.13567392,0.13907001,0.97252747,0.97058824
80,0.13488211,0.13827746,0.97252747,0.97058824
81,0.13410834,0.13750362,0.97252747,0.97058824
82,0.13335199,0.13674786,0.97252747,0.97058824
83,0.13261249,0.13600959,0.97252747,0.97058824
84,0.13188930,0.13528822,0.97252747,0.97058824
85,0.13118187,0.13458321,0.97252747,0.97058824
86,0.13048971,0.13389402,0.97252747,0.97058824
87,0.12981233,0.13322016,0.97252747,0.97058824
88,0.12914926,0.13256113,0.97252747,0.97058824
89,0.12850007,0.13191647,0.97252747,0.97058824
90,0.12786431,0.13128573,0.97252747,0.97058824
91,0.12724159,0.13066849,0.97252747,0.97058824
92,0.12663151,0.13006433,0.97252747,0.97058824
93,0.12603369,0.12947286,0.97252747,0.97058824
94,0.12544776,0.12889370,0.97252747,0.97058824
95,0.12487338,0.12832648,0.97252747,0.97058824
96,0.12431021,0.12777086,0.97252747,0.97058824
97,0.12375793,0.12722650,0.97252747,0.97058824
98,0.12321623,0.12669307,0.97252747,0.97058824
99,0.12268481,0.12617026,0.97252747,0.97058824
100,0.12216338,0.12565777,0.97252747,0.97058824
101,0.12165165,0.12515531,0.97252747,0.97058824
102,0.12114938,0.12466261,0.97252747,0.97058824
103,0.12065629,0.12417938,0.97252747,0.97058824
104,0.12017214,0.12370538,0.97252747,0.97058824
105,0.11969669,0.12324035,0.97252747,0.97058824
106,0.11922971,0.12278406,0.97252747,0.97058824
107,0.11877097,0.12233626,0.97252747,0.97058824
108,0.11832026,0.12189674,0.97252747,0.97058824
109,0.11787738,0.12146527,0.97252747,0.97058824
110,0.11744211,0.12104165,0.97252747,0.97058824
111,0.11701427,0.12062568,0.97252747,0.97058824
112,0.11659366,0.12021716,0.97252747,0.97058824
113,0.11618011,0.11981589,0.97252747,0.97058824
114,0.11577344,0.11942170,0.97252747,0.97058824
115,0.11537349,0.11903441,0.97252747,0.97058824
116,0.11498008,0.11865386,0.97252747,0.97058824
117,0.11459305,0.11827986,0.97252747,0.97058824
118,0.11421226,0.11791227,0.97252747,0.97058824
119,0.11383756,0.11755092,0.97252747,0.97058824
120,0.11346879,0.11719567,0.97252747,0.97058824
121,0.11310582,0.11684637,0.97252747,0.97058824
122,0.11274852,0.11650288,0.97252747,0.97058824
123,0.11239675,0.11616506,0.97252747,0.97058824
124,0.11205038,0.11583279,0.97252747,0.97058824
125,0.11170930,0.11550592,0.97252747,0.97058824
126,0.11137338,0.11518434,0.97252747,0.97058824
127,0.11104250,0.11486793,0.97252747,0.97058824
128,0.11071656,0.11455657,0.97252747,0.97058824
129,0.11039544,0.11425014,0.97252747,0.97058824
130,0.11007903,0.11394853,0.97252747,0.97058824
131,0.10976724,0.11365164,0.97252747,0.97058824
132,0.10945996,0.11335937,0.97252747,0.97058824
133,0.10915710,0.11307160,0.97252747,0.97058824
134,0.10885856,0.11278825,0.97252747,0.97058824
135,0.10856424,0.11250921,0.97252747,0.97058824
136,0.10827407,0.11223440,0.97252747,0.97058824
137,0.10798795,0.11196372,0.97252747,0.97058824
138,0.10770580,0.11169708,0.97252747,0.97058824
139,0.10742753,0.11143441,0.97252747,0.97058824
140,0.10715307,0.11117562,0.97252747,0.97058824
141,0.10688233,0.11092062,0.97252747,0.97058824
142,0.10661525,0.11066933,0.97252747,0.97058824
143,0.10635175,0.11042169,0.97252747,0.97058824
144,0.10609175,0.11017762,0.97252747,0.97058824
145,0.10583519,0.10993704,0.97252747,0.97058824
146,0.10558200,0.10969989,0.97252747,0.97058824
147,0.10533211,0.10946609,0.97252747,0.97058824
148,0.10508546,0.10923558,0.97252747,0.97058824
149,0.10484198,0.10900829,0.97252747,0.97058824
150,0.10460162,0.10878416,0.97252747,0.97058824
151,0.10436431,0.10856313,0.97252747,0.97058824
152,0.10412999,0.10834514,0.97252747,0.97058824
153,0.10389862,0.10813012,0.97252747,0.97058824
154,0.10367013,0.10791803,0.97252747,0.97058824
155,0.10344447,0.10770880,0.97252747,0.97058824
156,0.10322158,0.10750238,0.97252747,0.97058824
157,0.10300142,0.10729872,0.97252747,0.97058824
158,0.10278394,0.10709776,0.97252747,0.97058824
159,0.10256908,0.10689946,0.97252747,0.97058824
160,0.10235680,0.10670377,0.97252747,0.97058824
161,0.10214706,0.10651063,0.97252747,0.97058824
162,0.10193980,0.10632001,0.97252747,0.97058824
163,0.10173498,0.10613185,0.97252747,0.97058824
164,0.10153256,0.10594610,0.97252747,0.97058824
165,0.10133250,0.10576274,0.97252747,0.97058824
166,0.10113476,0.10558171,0.97252747,0.97058824
167,0.10093928,0.10540297,0.97252747,0.97058824
168,0.10074605,0.10522648,0.97252747,0.97058824
169,0.10055501,0.10505220,0.97252747,0.97058824
170,0.10036613,0.10488009,0.97252747,0.97058824
171,0.10017937,0.10471012,0.97252747,0.97058824
172,0.09999470,0.10454224,0.97252747,0.97058824
173,0.09981208,0.10437643,0.97252747,0.97058824
174,0.09963147,0.10421264,0.97252747,0.97058824
175,0.09945285,0.10405084,0.97252747,0.97058824
176,0.09927618,0.10389100,0.97252747,0.97058824
177,0.09910143,0.10373308,0.97252747,0.97058824
178,0.09892856,0.10357705,0.97252747,0.97058824
179,0.09875755,0.10342288,0.97252747,0.97058824
180,0.09858836,0.10327054,0.97252747,0.97058824
181,0.09842097,0.10311999,0.97252747,0.97058824
182,0.09825534,0.10297122,0.97252747,0.97058824
183,0.09809146,0.10282418,0.97252747,0.97058824
184,0.09792928,0.10267885,0.97252747,0.97058824
185,0.09776879,0.10253520,0.97252747,0.97058824
186,0.09760996,0.10239321,0.97252747,0.97058824
187,0.09745275,0.10225285,0.97252747,0.97058824
188,0.09729716,0.10211409,0.97252747,0.97058824
189,0.09714314,0.10197691,0.97252747,0.97058824
190,0.09699068,0.10184127,0.97252747,0.97058824
191,0.09683975,0.10170717,0.97252747,0.97058824
192,0.09669033,0.10157456,0.97252747,0.97058824
193,0.09654240,0.10144344,0.97252747,0.97058824
194,0.09639593,0.10131377,0.97252747,0.97058824
195,0.09625091,0.10118554,0.97252747,0.97058824
196,0.09610730,0.10105872,0.97252747,0.97058824
197,0.09596509,0.10093328,0.97252747,0.97058824
198,0.09582426,0.10080922,0.97252747,0.97058824
199,0.09568479,0.10068650,0.97252747,0.97058824
200,0.09554665,0.10056511,0.97252747,0.97058824
