epoch,train_loss,validation_loss,train_accuracy,validation_accuracy
58,0.06531827,0.09169419,0.97619048,0.97058824
59,0.06530536,0.09185117,0.97619048,0.97058824
60,0.06529311,0.09193487,0.97619048,0.97058824
61,0.06527931,0.09196144,0.97619048,0.97058824
62,0.06526726,0.09202388,0.97619048,0.97058824
63,0.06525680,0.09217643,0.97619048,0.97058824
64,0.06524706,0.09229146,0.97619048,0.97058824
65,0.06523578,0.09232152,0.97619048,0.97058824
66,0.06522589,0.09237177,0.97619048,0.97058824
67,0.06521756,0.09245968,0.97619048,0.97058824
68,0.06521030,0.09257570,0.97619048,0.97058824
69,0.06520224,0.09262907,0.97619048,0.97058824
70,0.06519293,0.09267472,0.97619048,0.97058824
71,0.06518522,0.09276529,0.97619048,0.97058824
72,0.06517729,0.09279580,0.97619048,0.97058824
73,0.06517023,0.09281934,0.97619048,0.97058824
74,0.06516336,0.09293102,0.97619048,0.97058824
75,0.06515710,0.09301320,0.97619048,0.97058824
76,0.06515139,0.09307276,0.97619048,0.97058824
77,0.06514575,0.09320533,0.97619048,0.97058824
78,0.06514013,0.09322894,0.97619048,0.97058824
79,0.06513532,0.09331520,0.97619048,0.97058824
80,0.06513286,0.09345499,0.97619048,0.97058824
81,0.06512625,0.09343665,0.97619048,0.97058824
82,0.06512174,0.09347392,0.97619048,0.97058824
83,0.06511648,0.09344392,0.97619048,0.97058824
84,0.06511225,0.09349398,0.97619048,0.97058824
85,0.06510787,0.09350652,0.97619048,0.97058824
86,0.06510381,0.09353013,0.97619048,0.97058824
87,0.06510031,0.09364080,0.97619048,0.97058824
88,0.06509725,0.09374143,0.97619048,0.97058824
89,0.06509404,0.09382492,0.97619048,0.97058824
90,0.06509103,0.09387064,0.97619048,0.97058824
91,0.06508698,0.09387171,0.97619048,0.97058824
92,0.06508371,0.09391657,0.97619048,0.97058824
93,0.06508009,0.09392897,0.97619048,0.97058824
94,0.06507738,0.09393383,0.97619048,0.97058824
95,0.06507449,0.09396277,0.97619048,0.97058824
96,0.06507195,0.09403711,0.97619048,0.97058824
97,0.06506962,0.09403957,0.97619048,0.97058824
98,0.06506741,0.09405478,0.97619048,0.97058824
99,0.06506520,0.09407367,0.97619048,0.97058824
100,0.06506250,0.09414882,0.97619048,0.97058824
101,0.06506029,0.09425253,0.97619048,0.97058824
102,0.06505820,0.09424074,0.97619048,0.97058824
103,0.06505621,0.09423631,0.97619048,0.97058824
104,0.06505521,0.09435930,0.97619048,0.97058824
105,0.06505321,0.09437784,0.97619048,0.97058824
106,0.06505085,0.09432845,0.97619048,0.97058824
107,0.06504899,0.09427368,0.97619048,0.97058824
108,0.06504741,0.09431356,0.97619048,0.97058824
109,0.06504614,0.09429975,0.97619048,0.97058824
110,0.06504493,0.09429191,0.97619048,0.97058824
111,0.06504291,0.09437088,0.97619048,0.97058824
112,0.06504119,0.09445339,0.97619048,0.97058824
113,0.06504048,0.09453288,0.97619048,0.97058824
114,0.06503886,0.09456023,0.97619048,0.97058824
115,0.06503730,0.09451481,0.97619048,0.97058824
116,0.06503608,0.09450948,0.97619048,0.97058824
117,0.06503499,0.09457336,0.97619048,0.97058824
118,0.06503367,0.09459805,0.97619048,0.97058824
119,0.06503254,0.09456615,0.97619048,0.97058824
120,0.06503161,0.09458987,0.97619048,0.97058824
121,0.06503062,0.09459113,0.97619048,0.97058824
122,0.06502963,0.09458904,0.97619048,0.97058824
123,0.06502868,0.09458472,0.97619048,0.97058824
124,0.06502743,0.09465209,0.97619048,0.97058824
125,0.06502660,0.09467290,0.97619048,0.97058824
126,0.06502555,0.09472638,0.97619048,0.97058824
127,0.06502488,0.09475525,0.97619048,0.97058824
128,0.06502404,0.09479510,0.97619048,0.97058824
129,0.06502326,0.09480351,0.97619048,0.97058824
130,0.06502231,0.09482617,0.97619048,0.97058824
131,0.06502202,0.09484712,0.97619048,0.97058824
132,0.06502046,0.09476443,0.97619048,0.97058824
133,0.06501985,0.09479325,0.97619048,0.97058824
134,0.06501997,0.09483089,0.97619048,0.97058824
135,0.06502016,0.09485233,0.97619048,0.97058824
136,0.06501864,0.09484251,0.97619048,0.97058824
137,0.06501783,0.09489654,0.97619048,0.97058824
138,0.06501629,0.09483361,0.97619048,0.97058824
139,0.06501594,0.09487791,0.97619048,0.97058824
140,0.06501514,0.09490270,0.97619048,0.97058824
141,0.06501503,0.09496214,0.97619048,0.97058824
142,0.06501438,0.09495198,0.97619048,0.97058824
143,0.06501440,0.09496762,0.97619048,0.97058824
144,0.06501364,0.09502268,0.97619048,0.97058824
145,0.06501422,0.09509045,0.97619048,0.97058824
146,0.06501400,0.09508814,0.97619048,0.97058824
147,0.06501359,0.09511017,0.97619048,0.97058824
148,0.06501251,0.09510697,0.97619048,0.97058824
149,0.06501066,0.09499955,0.97619048,0.97058824
150,0.06500994,0.09498585,0.97619048,0.97058824
151,0.06500940,0.09500685,0.97619048,0.97058824
152,0.06500908,0.09500666,0.97619048,0.97058824
153,0.06500879,0.09503134,0.97619048,0.97058824
154,0.06500877,0.09511118,0.97619048,0.97058824
155,0.06500819,0.09509178,0.97619048,0.97058824
156,0.06500809,0.09511048,0.97619048,0.97058824
157,0.06500773,0.09512641,0.97619048,0.97058824
158,0.06500711,0.09511977,0.97619048,0.97058824
159,0.06500675,0.09511362,0.97619048,0.97058824
160,0.06500662,0.09511984,0.97619048,0.97058824
161,0.06500588,0.09509837,0.97619048,0.97058824
162,0.06500599,0.09510846,0.97619048,0.97058824
163,0.06500557,0.09507645,0.97619048,0.97058824
164,0.06500483,0.09505087,0.97619048,0.97058824
165,0.06500469,0.09510650,0.97619048,0.97058824
166,0.06500450,0.09511293,0.97619048,0.97058824
167,0.06500447,0.09511279,0.97619048,0.97058824
168,0.06500417,0.09514440,0.97619048,0.97058824
169,0.06500426,0.09514496,0.97619048,0.97058824
170,0.06500352,0.09510489,0.97619048,0.97058824
171,0.06500386,0.09514846,0.97619048,0.97058824
172,0.06500255,0.09508469,0.97619048,0.97058824
173,0.06500278,0.09512433,0.97619048,0.97058824
174,0.06500219,0.09511043,0.97619048,0.97058824
175,0.06500183,0.09508083,0.97619048,0.97058824
176,0.06500324,0.09516319,0.97619048,0.97058824
177,0.06500175,0.09510256,0.97619048,0.97058824
178,0.06500127,0.09514422,0.97619048,0.97058824
179,0.06500132,0.09516476,0.97619048,0.97058824
180,0.06500151,0.09517987,0.97619048,0.97058824
181,0.06500216,0.09522831,0.97619048,0.97058824
182,0.06500051,0.09523887,0.97619048,0.97058824
183,0.06500006,0.09523200,0.97619048,0.97058824
184,0.06499975,0.09522702,0.97619048,0.97058824
185,0.06499958,0.09526778,0.97619048,0.97058824
186,0.06499923,0.09523146,0.97619048,0.97058824
187,0.06499925,0.09528864,0.97619048,0.97058824
188,0.06499949,0.09534658,0.97619048,0.97058824
189,0.06499893,0.09528237,0.97619048,0.97058824
190,0.06499915,0.09532944,0.97619048,0.97058824
191,0.06499902,0.09536120,0.97619048,0.97058824
192,0.06499885,0.09533020,0.97619048,0.97058824
193,0.06499808,0.09528586,0.97619048,0.97058824
194,0.06499802,0.09526267,0.97619048,0.97058824
195,0.06499780,0.09530023,0.97619048,0.97058824
196,0.06499761,0.09531192,0.97619048,0.97058824
197,0.06499743,0.09529120,0.97619048,0.97058824
198,0.06499734,0.09531889,0.97619048,0.97058824
199,0.06499724,0.09533579,0.97619048,0.97058824
200,0.06499728,0.09532692,0.97619048,0.97058824
